34880;1936; 1;   3.8
34880;1936; 2;   2.1
34880;1936; 3;   2.2
34880;1936; 4;   0.3
34880;1936; 5;   6.4
34880;1936; 6;  14.2
34880;1936; 7;   5.7
34880;1936; 8;   9.1
34880;1936; 9;   5.4
34880;1936;10;   4.1
34880;1936;11;   2.1
34880;1936;12;   3.8
34880;1937; 1;   2.3
34880;1937; 2;   4.1
34880;1937; 3;   1.2
34880;1937; 4;   0.7
34880;1937; 5;   1.9
34880;1937; 6;   5.8
34880;1937; 7;  14.9
34880;1937; 8;   6.2
34880;1937; 9;   4.7
34880;1937;10;   6.0
34880;1937;11;   0.6
34880;1937;12;   4.1
34880;1938; 1;   3.8
34880;1938; 2;   2.6
34880;1938; 3;9999.9
34880;1938; 4;   7.5
34880;1938; 5;  32.9
34880;1938; 6;   1.8
34880;1938; 7;   0.0
34880;1938; 8;   2.7
34880;1938; 9;   1.2
34880;1938;10;   6.6
34880;1938;11;   6.2
34880;1938;12;   4.1
34880;1939; 1;   5.7
34880;1939; 2;   6.1
34880;1939; 3;   2.9
34880;1939; 4;   4.4
34880;1939; 5;   2.7
34880;1939; 6;  17.7
34880;1939; 7;   2.0
34880;1939; 8;   2.8
34880;1939; 9;   5.0
34880;1939;10;   2.6
34880;1939;11;   1.8
34880;1939;12;  14.0
34880;1940; 1;   5.3
34880;1940; 2;  16.1
34880;1940; 3;   6.7
34880;1940; 4;   1.5
34880;1940; 5;  12.2
34880;1940; 6;  16.7
34880;1940; 7;   2.7
34880;1940; 8;   4.4
34880;1940; 9;   1.9
34880;1940;10;  17.3
34880;1940;11;   2.4
34880;1940;12;   3.8
34880;1941; 1;   3.8
34880;1941; 2;   3.1
34880;1941; 3;  13.4
34880;1941; 4;   1.2
34880;1941; 5;  38.0
34880;1941; 6;   3.8
34880;1941; 7;   8.8
34880;1941; 8;  14.9
34880;1941; 9;   5.1
34880;1941;10;   5.9
34880;1941;11;   9.2
34880;1941;12;   5.7
34880;1942; 1;  10.3
34880;1942; 2;   0.2
34880;1942; 3;   3.1
34880;1942; 4;   3.4
34880;1942; 5;   5.1
34880;1942; 6;  23.7
34880;1942; 7;   1.4
34880;1942; 8;   5.6
34880;1942; 9;   1.4
34880;1942;10;   9.2
34880;1942;11;  13.5
34880;1942;12;   5.0
34880;1943; 1;   7.5
34880;1943; 2;   4.0
34880;1943; 3;   3.0
34880;1943; 4;   1.1
34880;1943; 5;   3.6
34880;1943; 6;  16.8
34880;1943; 7;  10.3
34880;1943; 8;   5.0
34880;1943; 9;   2.1
34880;1943;10;   2.5
34880;1943;11;   6.9
34880;1943;12;   5.0
34880;1944; 1;   6.3
34880;1944; 2;  21.7
34880;1944; 3;   4.9
34880;1944; 4;   2.5
34880;1944; 5;   6.3
34880;1944; 6;  13.2
34880;1944; 7;   6.6
34880;1944; 8;   2.9
34880;1944; 9;   0.8
34880;1944;10;   4.2
34880;1944;11;   3.5
34880;1944;12;   0.9
34880;1945; 1;   0.2
34880;1945; 2;   0.1
34880;1945; 3;   3.6
34880;1945; 4;   5.8
34880;1945; 5;   7.4
34880;1945; 6;   8.9
34880;1945; 7;   4.5
34880;1945; 8;  10.7
34880;1945; 9;  18.6
34880;1945;10;  18.6
34880;1945;11;   2.9
34880;1945;12;  10.8
34880;1946; 1;   6.0
34880;1946; 2;   4.6
34880;1946; 3;  21.2
34880;1946; 4;   1.8
34880;1946; 5;   8.8
34880;1946; 6;   0.3
34880;1946; 7;  48.1
34880;1946; 8;   2.7
34880;1946; 9;9999.9
34880;1946;10;  12.2
34880;1946;11;   7.5
34880;1946;12;   2.1
34880;1947; 1;   3.8
34880;1947; 2;   2.4
34880;1947; 3;   3.4
34880;1947; 4;   6.3
34880;1947; 5;   2.4
34880;1947; 6;   4.0
34880;1947; 7;   9.4
34880;1947; 8;  54.7
34880;1947; 9;   5.2
34880;1947;10;  30.4
34880;1947;11;   7.6
34880;1947;12;   3.0
