28224;1936; 1;   0.0
28224;1936; 2;   0.0
28224;1936; 3;   0.8
28224;1936; 4;  11.7
28224;1936; 5;   0.4
28224;1936; 6;   0.0
28224;1936; 7;   0.0
28224;1936; 8;   0.0
28224;1936; 9;   1.0
28224;1936;10;   4.9
28224;1936;11;   1.5
28224;1936;12;   5.0
28224;1937; 1;   0.0
28224;1937; 2;   0.0
28224;1937; 3;   1.0
28224;1937; 4;   0.4
28224;1937; 5;   0.8
28224;1937; 6;   0.0
28224;1937; 7;   0.0
28224;1937; 8;   0.0
28224;1937; 9;   0.0
28224;1937;10;  10.4
28224;1937;11;   7.4
28224;1937;12;   0.0
28224;1938; 1;   0.2
28224;1938; 2;   0.0
28224;1938; 3;   0.0
28224;1938; 4;  15.8
28224;1938; 5;   0.0
28224;1938; 6;   0.0
28224;1938; 7;   0.0
28224;1938; 8;   0.0
28224;1938; 9;   0.0
28224;1938;10;  11.2
28224;1938;11;   0.1
28224;1938;12;   0.0
28224;1939; 1;   0.0
28224;1939; 2;   1.3
28224;1939; 3;   0.6
28224;1939; 4;   0.1
28224;1939; 5;   0.6
28224;1939; 6;   0.0
28224;1939; 7;   0.0
28224;1939; 8;   0.0
28224;1939; 9;   0.0
28224;1939;10;   4.4
28224;1939;11;   6.0
28224;1939;12;   0.5
28224;1940; 1;   0.0
28224;1940; 2;   0.0
28224;1940; 3;   0.0
28224;1940; 4;  11.5
28224;1940; 5;   6.9
28224;1940; 6;   5.3
28224;1940; 7;   0.0
28224;1940; 8;   0.0
28224;1940; 9;   0.0
28224;1940;10;   3.7
28224;1940;11;   3.5
28224;1940;12;   4.1
28224;1941; 1;   9.6
28224;1941; 2;   0.0
28224;1941; 3;   0.0
28224;1941; 4;   4.4
28224;1941; 5;   0.0
28224;1941; 6;   0.0
28224;1941; 7;   0.0
28224;1941; 8;   0.0
28224;1941; 9;   9.4
28224;1941;10;  10.0
28224;1941;11;   0.4
28224;1941;12;   1.2
28224;1942; 1;   0.0
28224;1942; 2;   0.0
28224;1942; 3;   0.0
28224;1942; 4;   1.5
28224;1942; 5;  19.3
28224;1942; 6;   0.7
28224;1942; 7;   0.0
28224;1942; 8;   0.0
28224;1942; 9;   1.7
28224;1942;10;   0.5
28224;1942;11;   0.8
28224;1942;12;   0.0
28224;1943; 1;   0.0
28224;1943; 2;   2.5
28224;1943; 3;   1.4
28224;1943; 4;   2.5
28224;1943; 5;   3.0
28224;1943; 6;   0.0
28224;1943; 7;   0.0
28224;1943; 8;   0.0
28224;1943; 9;   0.0
28224;1943;10;   3.5
28224;1943;11;   0.7
28224;1943;12;   1.2
28224;1944; 1;   0.0
28224;1944; 2;   0.0
28224;1944; 3;   8.0
28224;1944; 4;   1.3
28224;1944; 5;   0.0
28224;1944; 6;   0.0
28224;1944; 7;   0.0
28224;1944; 8;   0.0
28224;1944; 9;   0.0
28224;1944;10;   1.9
28224;1944;11;   0.0
28224;1944;12;   0.1
28224;1945; 1;   0.0
28224;1945; 2;   0.0
28224;1945; 3;   0.6
28224;1945; 4;   6.0
28224;1945; 5;   1.4
28224;1945; 6;   0.0
28224;1945; 7;   0.0
28224;1945; 8;   0.0
28224;1945; 9;   0.0
28224;1945;10;   7.7
28224;1945;11;   0.2
28224;1945;12;   0.0
28224;1946; 1;   1.5
28224;1946; 2;   0.7
28224;1946; 3;  11.6
28224;1946; 4;   8.9
28224;1946; 5;   0.0
28224;1946; 6;   0.0
28224;1946; 7;   0.0
28224;1946; 8;   0.0
28224;1946; 9;   0.0
28224;1946;10;   3.2
28224;1946;11;   0.1
28224;1946;12;   0.6
28224;1947; 1;   0.0
28224;1947; 2;   0.0
28224;1947; 3;   1.3
28224;1947; 4;   8.8
28224;1947; 5;   7.5
28224;1947; 6;   0.0
28224;1947; 7;   0.0
28224;1947; 8;   0.0
28224;1947; 9;   0.0
28224;1947;10;  19.2
28224;1947;11;   5.5
28224;1947;12;   1.2
28224;1948; 1;   0.1
28224;1948; 2;   0.0
28224;1948; 3;   0.2
28224;1948; 4;   3.2
28224;1948; 5;   0.0
28224;1948; 6;   0.0
28224;1948; 7;   0.0
