1&2&3&4&5&6&7&8&9&10&11&12&13&14&15
9010200112110000000000&Река&Атмис& 93  км  по  лв.  берегу  р.  Атмисс & река  АТМИСС &   в  93  км  от  устья & Окский  бассейновый  округ  (9) & Ока  (1) & Мокша  (2) & Мокша  от  истока  до  в/п  г.Темников  (1) & 15  км & 101  км² &110002689&10.0&0.0
9010300812110000000000&Река&Бакалейка& 29  км  по  пр.  берегу  р.  Каменка &&& Окский  бассейновый  округ  (9) & Ока  (1) & Ока  ниже  впадения  р.  Мокша  (3) & Нерль  от  истока  до  устья  (8) & 10  км & 0  км² &110003269&10&0
9010102311110000000000&Озеро& без  названия & р.  Игловка  -  р.  Нарма,  в  10  км  к  ЮВ  от  г.  Тумы &&& Окский  бассейновый  округ  (9) & Ока  (1) & Бассейны  притоков  Оки  до  впадения  р.  Мокша  (1) & Ока  от  в/п  с.  Копоново  до  впадения  р.Мокша  (23) & 0,44  км² & 0  км² &210000667&10&0
9010301111110000000000&Озеро& без  названия & канал  без  названия  -  р.  Теза  на  ЮВ  окраине  г.  Шуи &&& Окский  бассейновый  округ  (9) & Ока  (1) & Ока  ниже  впадения  р.  Мокша  (3) & Клязьма  от  г.  Ковров  до  устья  без  р.Уводь  (11) & 0,56  км² & 0  км² &210000735&10&0
9010301112110000000000&Река& без  названия,  у  г.  Южа & 133  км  по  лв.  берегу  р.  Клязьма &&& Окский  бассейновый  округ  (9) & Ока  (1) & Ока  ниже  впадения  р.  Мокша  (3) & Клязьма  от  г.  Ковров  до  устья  без  р.Уводь  (11) & 18  км & 76,7  км² &110003349&10&0
9010300712110000000000&Река& без  названия,  у  с.  Брызгуново & 385  км  по  лв.  берегу  р.  Клязьма &&& Окский  бассейновый  округ  (9) & Ока  (1) & Ока  ниже  впадения  р.  Мокша  (3) & Клязьма  от  г.  Орехово-Зуево  до  г.  Владимир  (7) & 13  км & 0  км² &110003191&10&0
9010300212110000000000&Река& без  названия,  у  с.  Зеленцово & 2,2  км  по  пр.  берегу  без  названия,  у  с.  Озерки &&& Окский  бассейновый  округ  (9) & Ока  (1) & Ока  ниже  впадения  р.  Мокша  (3) & Теша  от  истока  до  устья  (2) & 12  км & 0  км² &110003082&10&0
9010200112110000000000&Река& без  названия,  у  с.  Кобылкино & 1,9  км  по  лв.  берегу  без  названия,  у  с.  Кобылкино &&& Окский  бассейновый  округ  (9) & Ока  (1) & Мокша  (2) & Мокша  от  истока  до  в/п  г.Темников  (1) & 13  км & 0  км² &110002698&10&0
9010100312110000000000&Река& без  названия,  у  с.  Липни & 30  км  по  лв.  берегу  р.  Шат &&& Окский  бассейновый  округ  (9) & Ока  (1) & Бассейны  притоков  Оки  до  впадения  р.  Мокша  (1) & Упа  от  истока  до  устья  (3) & 14  км & 0  км² &110001903&10&0
9010200312110000000000&Река& без  названия,  у  с.  Лучки & 303  км  по  лв.  берегу  р.  Цна &&& Окский  бассейновый  округ  (9) & Ока  (1) & Мокша  (2) & Цна  от  г.Тамбов  до  устья  (3) & 11  км & 0  км² &110002894&10&0
